TICKERS,Name,Price,Market_Cap,Beta,Sector,Industry,P/E_Ratio,FWD_P/E_Ratio,PEG_Ratio,P/B_Ratio,P/S_Ratio_TTM,EV/EBITDA,Dividend_Yield,Payout_Ratio,Profit_Margin,Operating_Margin,EBITDA_Margin
MSGE,Madison Square Garden Entertainment Corp.,42.18,2015606758.529663,,Consumer Cyclical,Leisure,14.121211,20.975,,,2.1005979,17.082,,,0.15043001,-0.03708,0.18767
MSGS,Madison Square Garden Sports Corp.,217.36,5175569811.857605,0.684,Communication Services,Entertainment,89.0,85.821434,8.11,,5.0636067,41.759,,,0.05722,0.22968,0.14493
MSI,"Motorola Solutions, Inc.",471.43,78876584026.83984,0.977,Technology,Communication Equipment,55.381145,32.623447,3.55,98.31427,7.5480747,27.725,0.0082,0.4473,0.14049,0.26027,0.2945
MSM,"MSC Industrial Direct Co., Inc.",81.49,4561958260.528564,0.817,Industrials,Industrial Distribution,15.833172,16.65542,1.9,3.2617922,1.171449,10.132,0.041300002,0.6381,0.07441,0.113809995,0.13094
MT,ArcelorMittal S.A.,24.0501,19013241441.811523,1.753,Basic Materials,Steel,,5.9788027,0.66,0.36069447,0.29960692,5.74,0.021,0.45360002,-0.00934,0.06437,0.07145
MTAL,Metals Acquisition Limited,12.355,923370658.7882996,0.015,Basic Materials,Copper,,-94.84615,,1.8451042,2.819771,9.69,,,-0.66482,0.26406,0.36481997
MTB,M&T Bank Corporation,194.52,32394018442.493164,0.745,Financial Services,Banks—Regional,14.372781,11.9373455,3.11,1.2227454,3.8126884,,0.0279,0.39200002,0.28109,0.42766997,
MTD,Mettler-Toledo International Inc.,1352.01,28610907801.953125,1.14,Healthcare,Diagnostics & Research,37.122902,30.554487,3.97,,7.6625347,27.129,,,0.20952,0.28281,0.30436
MTDR,Matador Resources Company,50.75,6366240213.317871,3.264,Energy,Oil & Gas E&P,6.576576,6.197576,0.66,1.3802582,2.105234,3.805,0.0197,0.096499994,0.31187,0.45733002,0.744
MTG,MGIC Investment Corporation,25.38,6578062750.0,1.274,Financial Services,Insurance—Specialty,9.388889,9.223637,7.87,1.2962301,5.573059,6.893,0.020499999,0.17040001,0.63187003,0.88026,0.85309
MTH,Meritage Homes Corporation,186.84,6766485885.827637,1.806,Consumer Cyclical,Residential Construction,8.186098,8.462501,-1.31,1.3842593,1.048897,7.006,0.0155,0.089700006,0.12982,0.16832,0.16382
MTN,"Vail Resorts, Inc.",170.58,6341047317.276001,1.136,Consumer Cyclical,Resorts & Casinos,27.901728,20.222883,1.85,8.792265,2.2150712,11.365,0.0531,1.4102,0.07986,-0.70629,0.28394
MTR,Mesa Royalty Trust,5.86,11088360.144548416,0.661,Energy,Oil & Gas E&P,12.6595745,,,3.540168,4.012913,,0.048899997,0.9757,0.82841,0.76094,
MTRN,Materion Corporation,104.08,2143580033.668518,1.172,Basic Materials,Other Industrial Metals & Mining,27.517866,15.339287,1.58,2.357677,1.3193469,14.324,0.0050999997,0.14,0.047989998,0.084189996,0.11575
MTUS,Metallus Inc.,14.46,626685993.3156967,1.35,Basic Materials,Steel,12.277778,9.630873,-1.0,0.8486428,0.4825859,3.964,,,0.04212,0.01289,0.07639
MTW,"The Manitowoc Company, Inc.",9.83,345901478.39603424,1.846,Industrials,Farm & Heavy Construction Machinery,42.826088,9.964646,-5.14,0.5845734,0.15879256,5.901,,,0.00396,0.03558,0.06077
MTX,Minerals Technologies Inc.,77.42,2481171742.6460266,1.302,Basic Materials,Specialty Chemicals,28.887638,11.155347,2.28,1.4940795,1.1604992,8.611,0.0056,0.1311,0.04046,0.10126001,0.17392999
MTZ,"MasTec, Inc.",126.3,9993332779.060364,1.703,Industrials,Engineering & Construction,1052.75,28.880411,1.08,3.6374857,0.8213954,15.189,,,0.00064000004,0.03978,0.06862
MUA,"BlackRock MuniAssets Fund, Inc.",12.5,481727116.7338371,0.558,Financial Services,Asset Management,10.278688,,,1.0550227,15.546702,,0.052699998,0.509,1.4927901,0.86036,
MUC,"BlackRock MuniHoldings California Quality Fund, Inc.",11.375,1070861546.5206299,0.49,Financial Services,Asset Management,26.44186,,,0.90289044,13.588582,,0.056500003,1.2487999,0.4827,0.8797,
MUE,"BlackRock MuniHoldings Quality Fund II, Inc.",10.4991,230468829.02498245,0.572,Financial Services,Asset Management,15.441176,,,0.9049832,14.084853,,0.0581,0.7235,0.86127,0.87705004,
MUFG,"Mitsubishi UFJ Financial Group, Inc.",10.605,124256687059.51562,0.575,Financial Services,Banks—Diversified,12.589286,10.171924,1.04,0.006106755,0.022527399,,0.0249,0.3195,0.23954001,0.36932,
MUI,"BlackRock Municipal Income Fund, Inc.",12.505,900981106.1565247,0.552,Financial Services,Asset Management,23.175926,,,0.93640107,13.220032,,0.052699998,1.1056,0.35633,0.86254,
MUJ,"BlackRock MuniHoldings New Jersey Quality Fund, Inc.",11.95,635561934.8557472,0.466,Financial Services,Asset Management,20.245764,,,0.90341204,13.173529,,0.0542,0.95339996,0.4354,0.8754,
MUR,Murphy Oil Corporation,33.57,5032081486.564697,2.19,Energy,Oil & Gas E&P,8.748691,7.8773594,0.73,0.95026416,1.4929042,3.641,0.0363,0.301,0.17376,0.22433001,0.56836
MUSA,Murphy USA Inc.,475.005,9734921920.910645,0.771,Consumer Cyclical,Specialty Retail,19.29323,17.39606,2.32,12.056781,0.5165521,11.751,0.0038,0.0672,0.02803,0.04501,0.05432
MUX,McEwen Mining Inc.,11.26,595021885.5304718,1.446,Basic Materials,Other Precious Metals & Mining,6.0891895,-56.124,,1.1805264,3.2084248,226.24,,,0.46625,-0.03859,0.01318
MVF,"BlackRock MuniVest Fund, Inc.",7.4022,461167786.2804413,0.518,Financial Services,Asset Management,15.861702,,,0.9264322,13.973337,,0.0571,0.70849997,0.88553,0.89272004,
MVO,MV Oil Trust,9.11,104535001.75476074,0.682,Energy,Oil & Gas E&P,6.059933,4.3701925,,22.500248,5.6809945,,0.1592,1.0,0.94475,0.96194,
MVT,"BlackRock MuniVest Fund II, Inc.",11.1999,234062824.59754944,,Financial Services,Asset Management,19.684212,,,0.8994709,13.883094,,0.057600003,0.9632,0.67428,0.88775,
MWA,"Mueller Water Products, Inc.",22.185,3454776181.137085,1.336,Industrials,Specialty Industrial Machinery,28.069618,21.322115,2.37,4.360488,2.7223444,14.296,0.0115,0.32029998,0.09709,0.19316,0.20427
MX,Magnachip Semiconductor Corporation,4.84,182081585.83393097,0.644,Technology,Semiconductors,,0.9125427,0.21,0.5944877,0.84770507,-2.334,,,-0.18486999,-0.24118,-0.16381
MXF,"The Mexico Fund, Inc.",14.42,214253112.5134468,1.113,Financial Services,Asset Management,6.3377194,,,0.63819396,18.355103,,0.059699997,0.3684,5.55576,0.48136002,
MYD,"BlackRock MuniYield Fund, Inc.",11.455,525477904.53243256,0.674,Financial Services,Asset Management,20.14035,,,0.9353604,13.993759,,0.056799997,1.0211,0.41397998,0.87972,
MYE,"Myers Industries, Inc.",12.7552,477746938.41991425,1.229,Consumer Cyclical,Packaging & Containers,12.2190485,8.533334,0.58,1.6163657,0.5819012,8.885,0.0414,0.5143,0.047859997,0.118310004,0.12282
MYI,"BlackRock MuniYield Quality Fund III, Inc.",11.6699,778099450.9997368,0.472,Financial Services,Asset Management,18.887096,,,0.93537825,13.17655,,0.056599997,1.0016,0.65184,0.89119005,
MYN,"BlackRock MuniYield New York Quality Fund, Inc.",10.5305,405353653.0769348,0.59,Financial Services,Asset Management,20.745098,,,0.89243495,13.698817,,0.0581,0.96529996,0.41064999,0.86876,
MYND,"Mynd.ai, Inc.",1.58,72665781.9737196,,Consumer Defensive,Education & Training Services,,,,0.936019,0.1892776,-77.757,,,-0.19586,-0.064770006,-0.02718
MYTE,MYT Netherlands Parent B.V.,7.17,614341523.4947205,1.126,Consumer Cyclical,Luxury Goods,,25.732143,2.63,1.4073204,0.72706884,-161.765,,,-0.02963,0.00478,-0.0047400002
NABL,"N-able, Inc.",12.55,2334590969.880615,0.454,Technology,Information Technology Services,69.888885,25.67347,,3.2140117,5.180974,24.623,,,0.07185,0.22736,0.23148
NAC,Nuveen California Quality Municipal Income Fund,11.7,1695418252.0828247,0.462,Financial Services,Asset Management,15.214286,,,0.9129892,12.516213,,0.0765,0.61689997,0.82291,0.83769,
NAD,Nuveen Quality Municipal Income Fund,12.1688,2846513816.7962036,0.499,Financial Services,Asset Management,48.78,,,0.9485643,12.700021,,0.074099995,2.088,0.26005,0.84803003,
NAN,Nuveen New York Quality Municipal Income Fund,11.6203,358780357.55786896,0.459,Financial Services,Asset Management,13.688235,,,0.9216882,12.874959,,0.076799996,0.56119996,0.93137,0.83635,
NAPA,"The Duckhorn Portfolio, Inc.",10.975,1614942041.6789856,0.213,Consumer Defensive,Beverages—Wineries & Distilleries,24.377779,15.034246,7.79,1.2690797,3.9842334,14.149,,,0.13814001,0.24143,0.33861
NAT,Nordic American Tankers Limited,3.485,727967259.177208,-0.21,Energy,Oil & Gas Midstream,12.0172415,5.523968,1.74,1.3894758,1.9994601,6.745,0.1364,1.4828,0.16926001,0.2209,0.39924
NATL,NCR Atleos Corporation,27.03,1951968172.4068298,,Technology,Software—Application,,6.5765367,,7.785157,0.45453712,6.693,,,-0.047020003,0.116560005,0.16386999
NAZ,Nuveen Arizona Quality Municipal Income Fund,11.798,137346244.42138672,0.513,Financial Services,Asset Management,16.013514,,,0.9347638,14.4001045,,0.0733,0.5459,0.89961,0.83559996,
NBB,Nuveen Taxable Municipal Income Fund,16.025,472721308.1855774,,Financial Services,Asset Management,14.743118,,,,,,0.059299998,,,,
NBH,Neuberger Berman Municipal Fund Inc.,11.0247,327380707.7150345,0.582,Financial Services,Asset Management,48.05826,,,0.9373502,14.78409,,0.0587,1.969,0.82009006,0.85862,
NBHC,National Bank Holdings Corporation,41.575,1580603545.072174,0.841,Financial Services,Banks—Regional,12.595166,12.931677,1.48,1.2636695,3.9030457,,0.0269,0.32630002,0.31404,0.37078,
NBR,Nabors Industries Ltd.,72.62,710894729.8599243,2.114,Energy,Oil & Gas Drilling,,74.185,0.51,2.8338482,0.24038856,4.289,,,-0.045149997,0.07882,0.30024
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc.,12.79,1010407711.5325623,,,,4.872167,,,,,,0.1201,,,,
NC,"NACCO Industries, Inc.",27.76,202213275.0,0.949,Energy,Thermal Coal,,,,0.5364322,0.98189676,-7.69,0.0326,0.35419998,-0.17832,-0.21566999,-0.13201
NCA,Nuveen California Municipal Value Fund,9.13,301946780.2110672,0.332,Financial Services,Asset Management,17.188679,,,0.97253674,22.936558,,0.0379,0.65660006,1.3305401,0.87941,
NCDL,Nuveen Churchill Direct Lending Corp.,17.0401,938547550.0082016,,,,12.141845,8.35122,,,,,,,,,
NCLH,Norwegian Cruise Line Holdings Ltd.,24.01,10392097074.717285,2.718,Consumer Cyclical,Travel Services,24.402061,12.125641,0.3,14.984138,1.1625956,11.121,,,0.046240002,0.14397,0.23697
NCV,Virtus Convertible & Income Fund,3.55,318566948.6186981,1.239,Financial Services,Asset Management,39.27778,,,0.951804,13.025998,,0.1248,4.6278,0.34348,0.82835,
NCZ,Virtus Convertible & Income Fund II,3.16,240609648.58560562,1.232,Financial Services,Asset Management,14.409091,,,0.9591528,13.186628,,0.1233,3.6,0.40424,0.82549006,
NE,Noble Corporation plc,32.56,5199891108.932495,0.974,Energy,Oil & Gas Drilling,7.885218,7.5173607,0.26,1.1651008,2.0392992,5.41,0.0619,0.3641,0.2344,0.3078,0.36753
NEA,Nuveen AMT-Free Quality Municipal Income Fund,11.7368,3518806924.1638184,0.52,Financial Services,Asset Management,73.56251,,,0.9476229,13.0826845,,0.0764,3.6417,0.12897,0.8196,
NEE,"NextEra Energy, Inc.",84.185,172269166608.98438,0.552,Utilities,Utilities—Regulated Electric,27.345276,22.804346,3.0,3.5103312,6.671738,18.752,0.024500001,0.6401,0.24445,0.28127,0.5448
NEM,Newmont Corporation,58.545,66734529555.476074,0.513,Basic Materials,Gold,,14.843989,0.73,2.2744722,4.5145106,15.157,0.0174,1.8033,-0.13291,0.30532,0.32296002
NEP,"NextEra Energy Partners, LP",25.17,2341101488.869629,1.029,Utilities,Utilities—Renewable,16.285715,10.137652,1.41,0.66148764,2.0343585,28.449,0.14050001,2.2688,0.25733998,0.18333,0.55181
NET,"Cloudflare, Inc.",88.365,30353478826.316895,1.098,Technology,Software—Infrastructure,,103.093025,2.03,34.277412,20.44887,-638.202,,,-0.06904,-0.08653,-0.03254
NEU,NewMarket Corporation,520.41,4960538423.591919,0.507,Basic Materials,Specialty Chemicals,12.059991,20.009684,,4.0229573,1.8373271,9.381,0.019299999,0.2217,0.15125,0.2216,0.24087
NEUE,"NeueHealth, Inc.",5.5358,46578722.339930534,0.79,Healthcare,Healthcare Plans,,-0.47197986,-0.01,,0.044352517,-8.286,,,-0.90787005,-0.1146,-0.124280006
NEXA,Nexa Resources S.A.,7.6099,1011833942.3174858,1.568,Basic Materials,Other Industrial Metals & Mining,,8.732558,1.91,0.99986684,0.38578954,6.787,,,-0.10299,0.10283,0.15093
NFG,National Fuel Gas Company,62.53,5704781342.840088,0.638,Energy,Oil & Gas Integrated,18.142029,9.993621,1.53,1.8428177,2.940874,6.91,0.032899998,0.5797,0.16419001,0.36611998,0.62035
NFJ,"Virtus Dividend, Interest & Premium Strategy Fund",12.91,1221983163.5131836,1.129,Financial Services,Asset Management,18.957352,,,0.90659726,39.664528,,0.0943,1.5441,3.09457,0.60578,
NGG,National Grid plc,66.19,64490054815.78906,0.255,Utilities,Utilities—Regulated Electric,18.459497,12.829126,2.73,8.226429,3.2575483,40.316,0.055,1.0306,0.11537,0.31617,0.36650002
NGL,NGL Energy Partners LP,4.185,549928962.6374245,1.65,Energy,Oil & Gas Midstream,,4.9058824,2.7,,0.08262703,8.251,,,-0.0228,0.04634,0.08174
NGS,"Natural Gas Services Group, Inc.",20.105,242294194.8419571,1.027,Energy,Oil & Gas Equipment & Services,18.334906,14.612782,0.64,0.9823594,1.7568469,6.836,,,0.09246001,0.22184,0.4134
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",26.55,624049096.4212418,1.059,Consumer Defensive,Grocery Stores,19.809702,32.292683,,3.5968487,0.49849305,12.704,0.0149,0.2985,0.02537,0.04287,0.062459998
NGVT,Ingevity Corporation,32.775,1203022754.5417786,1.621,Basic Materials,Specialty Chemicals,,8.100737,2.11,4.2069674,0.7684957,7.699,,,-0.27855,0.19073,0.22525999
NHI,"National Health Investors, Inc.",75.05,3254135256.3301086,1.065,Real Estate,REIT—Healthcare Facilities,25.544216,23.993608,15.32,2.2243137,9.9704485,19.087,0.0482,1.2245,0.39018002,0.62553,0.77502996
NHS,Neuberger Berman High Yield Strategies Fund Inc.,8.12,226118641.11156464,0.98,Financial Services,Asset Management,16.704082,,,1.0445807,9.621488,,0.1336,2.2163,0.77325,0.88807,
NI,NiSource Inc.,34.845,15585767540.178223,0.506,Utilities,Utilities—Regulated Gas,21.371164,18.835136,2.62,1.9870077,2.9771433,13.608,0.030299999,0.6319,0.14757,0.22071,0.4346
NIC,"Nicolet Bankshares, Inc.",100.9,1527659006.7810059,0.759,Financial Services,Banks—Regional,12.759454,12.678902,1.84,1.3196788,4.4424443,,0.0112,0.1347,0.35077,0.48369998,
NIE,Virtus Equity & Convertible Income Fund,23.6,653103922.6322174,,Financial Services,Asset Management,8.099759,,,,,,0.1015,,,,
NIM,Nuveen Select Maturities Municipal Fund,9.25,115566679.10079956,0.25,Financial Services,Asset Management,26.496286,,,0.9233075,25.235136,,0.0365,0.8914,0.95959,0.84532,
NINE,"Nine Energy Service, Inc.",1.0543,43225768.0369854,3.288,Energy,Oil & Gas Equipment & Services,,-1.3,0.02,,0.07766586,8.57,,,-0.08166,-0.00915,0.07833
NIO,NIO Inc.,5.235,11071737006.92566,1.859,Consumer Cyclical,Auto Manufacturers,,-6.075581,6.77,0.66309613,0.17246117,-0.653,,,-0.32437,-0.29860002,-0.28991
NJR,New Jersey Resources Corporation,46.742,4617243592.185974,0.607,Utilities,Utilities—Regulated Gas,19.615545,16.28223,2.66,2.2892158,2.671441,,0.038599998,0.70589995,0.13606,-0.07469,0.31032
NKE,"NIKE, Inc.",81.68,121744413745.48242,1.017,Consumer Cyclical,Footwear & Accessories,23.412035,25.200617,5.96,8.720894,2.4315033,17.097,0.0182,0.4241,0.10599,0.104320005,0.14399
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,13.745,655974729.0664673,0.497,Financial Services,Asset Management,16.244705,,,1.0324353,14.023039,,0.0729,0.6159,0.86843,0.80739,
NL,"NL Industries, Inc.",8.01,381256290.11473656,0.511,Industrials,Security & Protection Services,17.38889,9.1046505,1.07,1.0251374,2.4830763,13.732,0.040700004,0.6667,0.141,0.04941,0.105349995
NLOP,,30.37,456043314.84794617,,Real Estate,REIT—Office,,,,0.681116,2.603361,6.334,0.044899996,,-0.89666003,0.27126,0.68037003
NLY,"Annaly Capital Management, Inc.",19.57,10616231274.111572,1.577,Real Estate,REIT—Mortgage,,7.1263537,-2.58,1.0244052,-28.794556,,0.1309,0.898,,-0.373,
NMAI,Nuveen Multi-Asset Income Fund,12.8714,431019946.8317032,,,,9.322464,,,,,,0.113000005,2.0313,,,
NMCO,Nuveen Municipal Credit Opportunities Fund,11.4577,629125786.913681,0.742,Financial Services,Asset Management,81.99929,,,0.99764496,11.199613,,0.074499995,0.2188,-0.45856997,0.76628,
NMG,Nouveau Monde Graphite Inc.,1.5443,177272555.36699295,1.815,Basic Materials,Other Industrial Metals & Mining,,-7.090909,,1.5083251,,-1.735,,,,,
NMI,"Nuveen Municipal Income Fund, Inc.",9.82,100376783.0411911,0.241,Financial Services,Asset Management,22.098667,,,1.0058056,20.911144,,0.0458,0.8833,0.9124,0.82024,
NML,Neuberger Berman Energy Infrastructure and Income Fund Inc.,8.35,471968632.677269,,Financial Services,Asset Management,3.9107978,,,,,,0.105399996,,,,
NMM,Navios Maritime Partners L.P.,58.4,1811708377.748108,1.977,Industrials,Marine Shipping,4.5531416,3.1347592,0.12,0.61188644,1.333244,5.876,0.0034,0.0155,0.30279,0.34374002,0.48124
NMR,"Nomura Holdings, Inc.",5.1997,15520281934.20166,0.657,Financial Services,Capital Markets,11.48889,12.0348835,,0.004411589,0.009336289,,0.0183,0.21360001,0.12682,0.22649999,
NMS,Nuveen Minnesota Quality Municipal Income Fund,12.9996,78282461.95426941,,Financial Services,Asset Management,41.87129,,,,,,0.0462,,,,
NMT,Nuveen Massachusetts Quality Municipal Income Fund,11.7425,110030517.77853012,0.437,Financial Services,Asset Management,41.82143,,,0.97404754,14.682643,,0.0725,1.5125,0.34455,0.82435,
NMZ,Nuveen Municipal High Income Opportunity Fund,11.395,1261913264.4805908,0.668,Financial Services,Asset Management,29.294874,,,1.204556,12.35945,,0.0686,1.3769001,0.07129,0.85875,
NNI,"Nelnet, Inc.",112.35,4070402459.5550537,0.921,Financial Services,Credit Services,26.450474,17.605967,-2.87,1.2341399,3.155976,,0.01,0.2594,0.121429995,0.18808001,
NNN,"NNN REIT, Inc.",48.555,8926794215.927124,1.078,Real Estate,REIT—Retail,21.896397,23.707317,2.37,2.1260946,10.441891,17.0,0.0481,1.018,0.47389,0.62608004,0.91285
NNY,Nuveen New York Municipal Value Fund,8.5,160815147.98402786,0.322,Financial Services,Asset Management,16.682158,,,0.9385345,21.83448,,0.0405,0.65879995,1.31848,0.8778,
NOA,North American Construction Group Ltd.,17.47,471501994.099617,1.594,Energy,Oil & Gas Equipment & Services,13.272651,5.5094023,0.75,1.2335352,0.4302782,4.111,0.0168,0.2186,0.04987,0.14019,0.26786
NOAH,Noah Holdings Limited,13.13,885297395.9564209,0.779,Financial Services,Asset Management,9.64855,11.095833,,0.09053656,0.3091081,-1.716,0.083000004,0.78440005,0.24198,0.21761,0.31504
NOC,Northrop Grumman Corporation,519.352,76141726716.1875,0.337,Industrials,Aerospace & Defense,33.93288,18.907667,2.42,5.363522,1.8668084,21.457,0.0156,0.4984,0.05608,0.12302,0.105579995
NOG,"Northern Oil and Gas, Inc.",37.705,3775482542.4346924,1.815,Energy,Oil & Gas E&P,6.6373243,6.855455,0.64,1.8188173,1.9171617,3.869,0.045,0.2782,0.28674,0.42558998,0.73286
NOK,Nokia Oyj,4.715,25786052521.018066,0.73,Technology,Communication Equipment,27.823528,13.528572,2.1,1.2697562,1.3041701,7.067,0.0294,0.82879996,0.02094,0.086689994,0.15795
NOM,Nuveen Missouri Quality Municipal Income Fund,10.8928,25391351.6102314,0.419,Financial Services,Asset Management,29.972221,,,0.9423581,13.138086,,0.0743,1.15,0.43742,0.79977995,
NOMD,Nomad Foods Limited,17.51,2864363816.531006,0.771,Consumer Defensive,Packaged Foods,12.846716,8.430623,0.89,1.06919,0.9288421,10.088,0.0339,0.2198,0.06785,0.14977999,0.15164
NOTE,"FiscalNote Holdings, Inc.",1.16,163185753.37438202,0.429,Technology,Information Technology Services,,-3.162162,,1.5104166,1.2534589,-8.213,,,-0.21121,-0.27204,-0.28152
NOV,NOV Inc.,15.425,6043402722.987305,1.676,Energy,Oil & Gas Equipment & Services,5.7763157,8.83046,0.3,0.9495742,0.6815435,6.349,0.0194,0.0846,0.11878,0.14125,0.13664
NOVA,Sunnova Energy International Inc.,5.285,655548503.3569336,2.21,Technology,Solar,,-2.0369651,0.18,0.37390867,0.8544131,7065.497,,,-0.45765,-0.26835,0.00171
NOW,"ServiceNow, Inc.",919.74,189312329380.68945,0.988,Technology,Software—Application,167.10435,55.721985,3.04,21.83766,19.038101,113.416,,,0.11512,0.091359995,0.16464001
NPCT,Nuveen Core Plus Impact Fund,11.3101,327446146.4790344,,Financial Services,Asset Management,10.060177,,,,,,0.112799995,,,,
NPFD,Nuveen Variable Rate Preferred & Income Fund,19.05,460430018.0780411,0.766,Financial Services,Asset Management,7.0196304,,,0.9452613,10.768502,,0.10609999,0.5266,1.53028,0.81253,
NPK,"National Presto Industries, Inc.",74.45,534940342.9977417,0.616,Industrials,Aerospace & Defense,16.342731,86.597694,,1.5821748,1.5425425,12.65,0.013300001,0.2169,0.09562001,0.07478,0.11286
NPO,Enpro Inc.,150.37,3160018246.810913,1.404,Industrials,Specialty Industrial Machinery,74.95522,18.283981,4.27,2.2070792,3.0675106,15.671,0.007900001,0.58419997,0.041389998,0.1769,0.22900999
